1.319764,0.619495,0.950769
1.23009,1.254187,0.776757
1.432012,0.310313,0.987855
0.526567,1.206732,0.744697
0.436327,0.870174,0.693945
0.749894,0.987828,0.833831
0.573002,0.806448,0.761953
1.495759,1.439156,0.601198
0.998574,1.126728,0.84543
0.222429,0.953425,0.571809
0.025605,0.381525,0.210789
0.215563,1.263198,0.604832
0.246111,0.629802,0.505881
0.203874,0.170917,0.284271
1.569111,0.342837,0.971184
0.805712,1.318074,0.786141
0.962332,0.465006,0.905127
1.001465,0.823548,0.905061
0.775318,1.528031,0.721706
0.459484,1.211646,0.719228
0.827409,1.209378,0.814779
0.628678,1.400411,0.742442
0.44503,0.55364,0.635618
1.268771,1.443603,0.685448
0.109571,1.491199,0.554452
0.826232,0.135176,0.777691
0.301929,1.041795,0.635846
1.398374,0.54804,0.957727
0.1008,0.031453,0.116248
0.718957,0.09911,0.694213
0.374289,1.524668,0.656124
1.417185,1.336622,0.683182
0.418878,0.847854,0.680431
0.589374,1.194196,0.766645
0.805089,1.048858,0.840536
0.835046,0.0617,0.761314
0.68744,1.463723,0.735411
1.462113,1.132469,0.757118
0.446567,1.160087,0.715614
1.005277,0.556138,0.922133
1.08049,0.260711,0.927974
0.691315,1.382419,0.756861
1.302506,0.518892,0.966494
0.359662,1.403306,0.666775
0.550345,1.078618,0.760645
1.502417,0.924634,0.826467
1.032491,1.348805,0.773857
0.690459,1.451368,0.739118
0.625863,1.279833,0.76512
1.074768,1.430952,0.73668
0.757895,0.339017,0.788598
1.492653,1.445334,0.599575
0.231944,1.383969,0.614426
1.007007,0.678511,0.919331
0.97326,0.441487,0.907287
1.234649,0.482954,0.966638
0.702199,0.355168,0.758481
0.294576,0.433909,0.478037
0.87406,0.654239,0.883019
0.266418,1.424404,0.628042
0.162061,0.198039,0.25686
0.778242,1.194552,0.811155
1.546844,1.468701,0.562714
1.075124,0.601911,0.937006
1.177737,0.579095,0.953243
0.462066,0.364836,0.590818
0.918112,0.383923,0.879279
0.239373,1.150056,0.610346
0.197096,1.24638,0.593864
0.257771,1.170355,0.622383
0.117071,1.49242,0.558028
0.082513,0.81927,0.433426
0.276791,0.377089,0.440771
1.253178,1.150851,0.811234
1.031328,1.519597,0.707449
1.004459,1.193388,0.826817
0.146839,0.211904,0.248705
0.817144,0.122888,0.768385
