-0.055889,0.950769,1.319764
-0.228741,0.776757,1.23009
-0.016175,0.987855,1.432012
0.351375,0.744697,0.526567
0.583769,0.693945,0.436327
0.282805,0.833831,0.749894
0.515229,0.761953,0.573002
-0.451876,0.601198,1.495759
0.00749,0.84543,0.998574
0.68006,0.571809,0.222429
0.958967,0.210789,0.025605
0.534381,0.604832,0.215563
0.805082,0.505881,0.246111
0.954937,0.284271,0.203874
-0.16644,0.971185,1.569111
0.083682,0.786141,0.805712
0.357287,0.905127,0.962332
0.143791,0.905061,1.001465
0.022714,0.721706,0.775318
0.398058,0.719228,0.459484
0.113739,0.814779,0.827409
0.183194,0.742442,0.628678
0.722009,0.635618,0.44503
-0.305918,0.685448,1.268771
0.482017,0.554452,0.109571
0.625009,0.777691,0.826232
0.589946,0.635846,0.301929
-0.097639,0.957727,1.398374
0.993096,0.116248,0.1008
0.718063,0.694213,0.718957
0.304232,0.656124,0.374289
-0.38637,0.683182,1.417185
0.606474,0.680431,0.418878
0.310059,0.766645,0.589374
0.206833,0.840536,0.805089
0.647649,0.761314,0.835046
0.112272,0.735411,0.68744
-0.372807,0.757118,1.462113
0.433042,0.715614,0.446567
0.272618,0.922133,1.005277
0.349239,0.927974,1.08049
0.144204,0.756861,0.691315
0.008548,0.966494,1.302506
0.372512,0.666775,0.359662
0.397105,0.760645,0.550345
-0.343534,0.826467,1.502417
-0.105975,0.773857,1.032491
0.115227,0.739118,0.690459
0.240892,0.76512,0.625863
-0.164309,0.73668,1.074768
0.591316,0.788598,0.757895
-0.45064,0.599575,1.492653
0.46406,0.614426,0.231944
0.209961,0.919331,1.007007
0.359012,0.907287,0.97326
0.091786,0.966638,1.234649
0.627296,0.758481,0.702199
0.851555,0.478037,0.294576
0.342102,0.883019,0.87406
0.422491,0.628042,0.266418
0.961379,0.25686,0.162061
0.160446,0.811155,0.778242
-0.484058,0.562714,1.546844
0.184792,0.937006,1.075124
0.099025,0.953243,1.177737
0.786146,0.590818,0.462066
0.436429,0.879279,0.918112
0.57593,0.610346,0.239373
0.553808,0.593864,0.197096
0.554574,0.622383,0.257771
0.477235,0.558028,0.117071
0.808405,0.433426,0.082513
0.877833,0.440771,0.276791
-0.213902,0.811234,1.253178
-0.158444,0.707449,1.031328
-0.025107,0.826817,1.004459
0.962789,0.248705,0.146839
0.637035,0.768385,0.817144
0.951204,0.263811,0.109809
0.160647,0.783538,0.724798
0.063605,0.826583,0.900567
0.971444,0.202517,0.081585
-0.157728,0.974468,1.570555
0.073886,0.992402,1.397939
-0.038954,0.998339,1.567345
0.145789,0.987685,1.36744
0.557018,0.500006,0.006537
0.47136,0.870566,0.932884
0.805509,0.509377,0.256246
-0.388481,0.699148,1.434179
0.491766,0.762498,0.564066
0.28168,0.894171,0.910166
0.399942,0.9132,1.079746
0.117407,0.81991,0.833791
0.219403,0.676732,0.477986
-0.019124,0.771469,0.906304
-0.085977,0.876262,1.174656
0.666211,0.499097,0.055639
-0.335005,0.668017,1.308848
-0.348153,0.714101,1.371731
-0.437343,0.71032,1.538491
-0.416534,0.582565,1.419004
0.122364,0.91657,1.047533
0.488235,0.627339,0.25756
0.113513,0.991697,1.396358
0.341407,0.919765,1.020557
0.384984,0.905399,0.988784
0.212829,0.945535,1.100531
0.753379,0.632254,0.516442
0.71853,0.506168,0.116492
0.567168,0.662428,0.351319
0.004066,0.722763,0.802184
0.587251,0.694391,0.439889
0.343414,0.934972,1.129824
0.318831,0.834841,0.740605
-0.24718,0.904785,1.483331
0.289286,0.731303,0.528339
0.774372,0.632725,0.682533
0.472758,0.755881,0.541835
