42	40	0.5	2.378431
42	40	0.5	2.378431
100	100	1	10.841453
100	100	1	10.841453
60	65	0.25	6.52058
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
50	41.25	0.1	0.032001
50	41.25	0.5	0.868059
50	41.25	1	1.88952
50	50	0.1	1.840226
50	50	0.5	3.95839
50	50	1	5.420726
50	60.75	0.1	10.669307
50	60.75	0.5	11.373296
50	60.75	1	12.370672
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
100	90	1	6.286952
100	100	0.1	3.680452
100	100	0.5	7.916781
100	100	1	10.841453
100	110	0.1	10.633987
100	110	0.5	13.976726
100	110	1	16.686001
100	90	0.1	0.578855
100	90	0.5	3.685905
