0.000274	61.381709
0.000274	61.404251
0.000275	61.426816
0.000275	61.449403
0.000275	61.472014
0.000276	61.494647
0.000276	61.517304
0.000276	61.539984
0.000277	61.562687
0.000277	61.585413
0.000277	61.608162
0.000278	61.630935
0.000278	61.653731
0.000278	61.676551
0.000279	61.699394
0.000279	61.72226
0.000279	61.74515
0.00028	61.768063
0.00028	61.791
0.00028	61.813961
0.000281	61.836945
0.000281	61.859953
0.000281	61.882985
0.000282	61.906041
0.000282	61.92912
0.000282	61.952223
0.000283	61.975351
0.000283	61.998502
0.000283	62.021677
0.000284	62.044876
0.000284	62.0681
0.000284	62.091347
0.000284	62.114619
0.000285	62.137915
0.000285	62.161235
0.000285	62.18458
0.000286	62.207949
0.000286	62.231342
0.000286	62.254759
0.000287	62.278202
0.000287	62.301668
0.000287	62.32516
0.000288	62.348676
0.000288	62.372216
0.000288	62.395782
0.000289	62.419372
0.000289	62.442987
0.000289	62.466626
0.00029	62.490291
0.00029	62.51398
0.00029	62.537695
0.000291	62.561434
0.000291	62.585199
0.000291	62.608989
0.000292	62.632804
0.000292	62.656644
0.000292	62.680509
0.000293	62.7044
0.000293	62.728316
0.000293	62.752257
0.000294	62.776224
0.000294	62.800216
0.000294	62.824234
0.000295	62.848278
0.000295	62.872347
0.000295	62.896441
0.000296	62.920562
0.000296	62.944708
0.000296	62.96888
0.000297	62.993078
0.000297	63.017302
0.000297	63.041552
0.000298	63.065827
0.000298	63.090129
0.000298	63.114457
0.000299	63.138811
0.000299	63.163192
0.000299	63.187598
0.0003	63.212031
0.0003	63.23649
0.0003	63.260976
0.000301	63.285488
0.000301	63.310026
0.000301	63.334591
0.000302	63.359183
0.000302	63.383801
0.000302	63.408446
0.000303	63.433118
0.000303	63.457816
0.000303	63.482541
0.000304	63.507294
0.000304	63.532073
0.000304	63.556879
0.000305	63.581712
0.000305	63.606573
0.000305	63.63146
0.000306	63.656375
0.000306	63.681316
0.000306	63.706286
0.000307	63.731282
