x1,x2,y
8.188017,1.345211,0
-3.537034,-2.987454,0
-0.029067,2.076276,0
-7.899666,0.775470,0
-1.202516,0.899156,0
-8.778656,-0.084737,0
1.792878,0.846306,0
-3.632927,-4.397590,0
2.711435,0.903079,0
5.224293,3.735891,0
-1.633623,-1.530103,0
4.630685,0.519976,0
6.583561,1.441208,0
2.494479,-4.197043,0
-6.317160,-1.535467,0
0.483115,-2.706051,0
-0.603555,1.244823,0
-1.123226,2.128320,0
5.612818,0.851692,0
-0.579228,4.017539,0
-3.046691,0.853126,0
-3.692362,-0.523527,0
-5.843916,-0.492585,0
-1.009317,4.353498,0
9.964415,3.974519,0
-2.809119,2.739697,0
-7.317051,0.161952,0
-5.297778,1.416185,0
-6.170292,-2.278369,0
2.292323,2.037499,0
2.594339,1.798326,0
4.853272,-0.489851,0
5.119434,5.919123,0
-2.277133,0.877384,0
-4.672242,0.722309,0
1.608720,-1.070609,0
1.377251,0.593649,0
8.542257,4.823049,0
4.454989,3.367648,0
1.927694,1.448288,0
5.590361,4.722405,0
3.785518,1.024608,0
-10.391251,-1.742892,0
-0.994059,-0.867409,0
-9.108363,-4.905056,0
0.250195,-3.818288,0
3.792906,2.468927,0
0.115024,-0.445843,0
0.997451,0.069220,0
4.312090,3.485987,0
8.875483,3.734714,0
-5.671567,-4.418575,0
6.943949,0.491456,0
-8.057696,0.603633,0
4.151071,0.400576,0
-0.899178,-2.485544,0
-7.625662,-5.201294,0
-1.333976,2.020942,0
-9.964652,-2.068203,0
4.634857,-0.342677,0
-0.325375,4.590894,0
-1.057804,0.679145,0
7.767961,-2.181979,0
3.627746,0.612084,0
-3.512027,0.489174,0
-8.430318,-3.126582,0
-5.260409,-0.779160,0
-6.351852,-1.229855,0
-3.329237,-0.543358,0
3.987748,-1.023138,0
-1.305399,2.013983,0
-1.847192,-0.389593,0
-5.897943,-7.258836,0
-4.761941,-2.317805,0
-4.653316,-0.243378,0
2.899416,-1.595264,0
-7.644022,-1.764989,0
0.576825,-1.061232,0
-0.023514,-2.085480,0
0.267484,-0.861182,0
-5.463408,-2.036134,0
-5.136410,-1.152727,0
2.340386,-3.542670,0
8.884919,3.652990,0
-7.923493,-2.457980,0
1.770949,2.805791,0
-1.281146,-0.220810,0
1.923110,-4.081971,0
-0.725337,-2.848844,0
4.533143,0.909095,0
-3.974185,-1.858034,0
6.496550,0.695104,0
-3.553486,-0.893766,0
-0.605479,-3.091388,0
-0.494606,2.002330,0
1.701149,1.557322,0
-3.404953,-2.293331,0
-6.971314,-2.558687,0
1.381330,1.316054,0
-5.098485,-0.734831,0
0.259554,-3.345460,0
-0.343591,-2.136857,0
-3.850721,-0.992772,0
1.178923,3.120322,0
4.150430,1.603334,0
5.366391,3.692257,0
10.206050,-1.619145,0
-1.866796,0.345584,0
2.297615,-0.478725,0
-0.948502,1.757422,0
6.223266,-3.338267,0
2.799270,0.981097,0
1.841068,-0.595459,0
-6.634563,0.315791,0
-9.171564,-3.029810,0
-0.026543,-1.761641,0
6.658818,0.926274,0
